,word0,word1,word2,word3,word4,word5
0,videll,healthcare,duffield,gottlieb,camden,reimbursements
1,nursing,ged,quit,chaudhry,pharmacy,nurse
2,says,said,asks,hardman,costuming,“spoiler
3,homes,foreclosed,condos,homeowners,tout,subsidized
4,griffin,aback,regaining,banecare,benson,prepares
5,facility,carney,camden,elizabeth’s,steward’s,deaconess
6,facilities,coordinating,outpatient,inpatient,cannabis,cdc
7,company,company’s,inc,keolis,firm,videll’s
8,trust,reclaim,mutual,enforced,transparency,“has
9,bane,postelection,lora,ruselle,caregiver,cautioned
10,problems,inequities,chronic,bedevil,neglect,deteriorated
11,medicaid,medicare,masshealth,insurers,payer,coordinate
12,firm,marketing,consulting,naiop,equity,polaris
13,place,rosie’s,teamwork,peculiar,responsibility…today,“bane
14,patient,ebola,symptoms,virus,infection,patients
